Date (yyyy-MMM-dd hh:mm),Latitude (N),Longitude (W),Temperature (C),Pressure (dbar),Speed (cm/s),Bottom Depth (m)
10/18/2016 0:00,24.835,-95.846,4.381,1448.5,NaN,-2437
10/18/2016 8:00,24.821,-95.856,4.404,1453.9,8.007952298,-2429
10/18/2016 16:00,24.799,-95.869,4.386,1448.4,11.24272654,-2381
10/19/2016 0:00,24.777,-95.898,4.375,1453.4,11.58199033,-2329
10/19/2016 8:00,24.752,-95.91,4.376,1451.2,12.75906736,-2363
10/19/2016 16:00,24.718,-95.931,4.386,1454.4,12.09255143,-2414
10/20/2016 0:00,24.713,-95.964,4.343,1449,9.286791696,-2298
10/20/2016 8:00,24.688,-95.972,4.397,1455.1,12.11559739,-2346
10/20/2016 16:00,24.653,-95.985,4.358,1445.9,14.92698228,-2442
10/21/2016 0:00,24.623,-96.019,4.336,1447.4,15.17262008,-2280
10/21/2016 8:00,24.593,-96.041,4.38,1455.8,14.26171448,-2157
10/21/2016 16:00,24.559,-96.059,4.368,1457.7,15.07728424,-2038
10/22/2016 0:00,24.526,-96.084,4.365,1455.8,13.1552613,-2181
10/22/2016 8:00,24.508,-96.108,4.382,1454.9,10.45074638,-2313
10/22/2016 16:00,24.481,-96.117,4.368,NaN,12.11108996,-2524
10/23/2016 0:00,24.45,-96.136,4.352,1448.8,12.33202741,-2530
10/23/2016 8:00,24.421,-96.143,4.359,1453.7,10.11328829,-2451
10/23/2016 16:00,24.399,-96.147,4.344,1453.7,12.33775101,-2425
10/24/2016 0:00,24.358,-96.152,4.356,1454.2,9.861465408,-2497
10/24/2016 8:00,24.348,-96.146,4.353,1452.1,6.154689269,-2513
10/24/2016 16:00,24.326,-96.147,4.334,1452.1,9.020448991,-2505
10/25/2016 0:00,24.301,-96.145,4.346,1453.8,8.8319024,-2260
10/25/2016 8:00,24.281,-96.14,4.34,1452.4,8.676041724,-2265
10/25/2016 16:00,24.257,-96.134,4.317,1456.6,8.092372952,-2261
10/26/2016 0:00,24.241,-96.126,4.312,1453.9,8.757630958,-2079
10/26/2016 8:00,24.213,-96.123,4.301,1449.5,9.582197034,-2077
10/26/2016 16:00,24.192,-96.12,4.321,1452.6,6.094989746,-2175
10/27/2016 0:00,24.182,-96.131,4.306,1452.4,5.801146438,-2119
10/27/2016 8:00,24.164,-96.132,4.306,1451.8,7.254929359,-2112
10/27/2016 16:00,24.145,-96.125,4.301,1452.8,7.257506459,-2293
10/28/2016 0:00,24.126,-96.13,4.324,1452.9,6.936000288,-2394
10/28/2016 8:00,24.109,-96.132,4.302,1454.4,5.024519878,-2408
10/28/2016 16:00,24.101,-96.136,4.319,1452,3.243763247,-2383
10/29/2016 0:00,24.093,-96.136,4.308,1455.6,6.776761764,-2370
10/29/2016 8:00,24.067,-96.127,4.304,1452.4,7.875258726,-2325
10/29/2016 16:00,24.052,-96.138,4.304,1452.2,4.623905276,-2242
10/30/2016 0:00,24.043,-96.133,4.305,1453.1,4.756185446,-2237
10/30/2016 8:00,24.028,-96.132,4.304,1451.6,6.740007418,-2197
10/30/2016 16:00,24.008,-96.133,4.307,1453.1,6.884540653,-2173
10/31/2016 0:00,23.993,-96.133,4.298,1451.2,5.069250438,-2169
10/31/2016 8:00,23.983,-96.139,4.305,1452.6,5.558650915,-2154
10/31/2016 16:00,23.964,-96.135,4.303,1449.6,7.880101522,-2191
11/1/2016 0:00,23.942,-96.14,4.309,1454.3,5.3295497,-2230
11/1/2016 8:00,23.938,-96.146,4.299,1454,4.562948608,-2207
11/1/2016 16:00,23.921,-96.152,4.294,1450.8,7.013429974,-2286
11/2/2016 0:00,23.902,-96.154,4.31,1453.4,7.013201837,-2385
11/2/2016 8:00,23.885,-96.16,4.297,1451.6,6.486246989,-2380
11/2/2016 16:00,23.873,-96.172,4.306,1452.3,6.707145443,-2303
11/3/2016 0:00,23.853,-96.175,4.306,1454,6.81510088,-2232
11/3/2016 8:00,23.84,-96.186,4.31,1452.6,4.951767361,-2191
11/3/2016 16:00,23.836,-96.195,4.312,1453.4,2.673013281,-2162
11/4/2016 0:00,23.833,-96.199,4.31,1453.8,3.069136686,-2148
11/4/2016 8:00,23.825,-96.207,4.306,1452.7,3.712276929,-2117
11/4/2016 16:00,23.821,-96.215,4.314,1453.8,3.005395149,-2089
11/5/2016 0:00,23.824,-96.224,4.303,1455.1,2.633191979,-2063
11/5/2016 8:00,23.826,-96.229,4.305,1452.4,3.591684841,-2053
11/5/2016 16:00,23.824,-96.245,4.321,1454,4.662027456,-2014
11/6/2016 0:00,23.832,-96.255,4.321,1454.5,3.566356684,-1992
11/6/2016 8:00,23.838,-96.258,4.308,1454.1,4.857211134,-1988
11/6/2016 16:00,23.853,-96.27,4.318,1453,5.884666516,-1985
11/7/2016 0:00,23.861,-96.28,4.326,1454.8,5.676090204,-1987
11/7/2016 8:00,23.876,-96.289,4.325,1455.6,6.325037549,-2050
11/7/2016 16:00,23.891,-96.294,4.335,1456.8,4.986792556,-2098
11/8/2016 0:00,23.901,-96.295,4.335,1456,5.338923112,-2101
11/8/2016 8:00,23.918,-96.301,4.336,1457.2,6.139218191,-2035
11/8/2016 16:00,23.933,-96.303,4.33,1457.3,5.729825477,-1964
11/9/2016 0:00,23.947,-96.293,4.333,1456.8,6.875929028,-1929
11/9/2016 8:00,23.959,-96.276,4.339,1458.3,6.495544627,-1923
11/9/2016 16:00,23.966,-96.262,4.336,1458.3,6.614809143,-1970
11/10/2016 0:00,23.987,-96.255,4.338,1457.6,6.080542739,-2068
11/10/2016 8:00,23.986,-96.236,4.321,1456.3,5.338857556,-2073
11/10/2016 16:00,23.992,-96.226,4.345,1459.4,5.683326491,-2075
11/11/2016 0:00,24.002,-96.209,4.338,1456.4,6.899101391,-2068
11/11/2016 8:00,24.007,-96.19,4.341,1459.1,4.920376002,-2058
11/11/2016 16:00,24.013,-96.183,4.346,1459,5.491247581,-2078
11/12/2016 0:00,24.028,-96.169,4.352,1459.7,5.986000334,-2119
11/12/2016 8:00,24.037,-96.163,4.356,1461.1,4.750157892,-2144
11/12/2016 16:00,24.052,-96.162,4.351,1459.9,4.025940884,-2186
11/13/2016 0:00,24.057,-96.154,4.363,1461.4,2.592624153,-2219
11/13/2016 8:00,24.065,-96.159,4.351,1459.4,2.47008097,-2211
11/13/2016 16:00,24.069,-96.158,4.348,1456.7,1.428425707,-2233
11/14/2016 0:00,24.07,-96.165,4.343,1458.4,1.901920082,-2205
11/14/2016 8:00,24.078,-96.162,4.341,1455.4,2.28162223,-2238
11/14/2016 16:00,24.082,-96.164,4.335,1458.1,1.61644672,-2231
11/15/2016 0:00,24.081,-96.154,4.338,1458.7,0.793095202,-2280
11/15/2016 8:00,24.085,-96.167,4.34,1458.8,2.886000693,-2224
11/15/2016 16:00,24.093,-96.163,4.337,1457.3,3.437397271,-2247
11/16/2016 0:00,24.1,-96.158,4.334,1457.9,2.152603075,-2286
11/16/2016 8:00,24.097,-96.152,4.338,1458.3,1.211651765,-2307
11/16/2016 16:00,24.099,-96.151,4.331,1458.7,2.587740327,-2307
11/17/2016 0:00,24.111,-96.153,4.333,1458.4,3.582764296,-2301
11/17/2016 8:00,24.117,-96.147,4.33,1456.9,3.070260575,-2318
11/17/2016 16:00,24.108,-96.136,4.335,1457.9,0.749666593,-2387
11/18/2016 0:00,24.119,-96.15,4.33,1457,3.17370446,-2290
11/18/2016 8:00,24.125,-96.14,4.331,1456.3,3.423813663,-2364
11/18/2016 16:00,24.128,-96.133,4.331,1458.6,1.650757402,-2394
11/19/2016 0:00,24.129,-96.132,4.33,1457.6,1.370036496,-2394
11/19/2016 8:00,24.132,-96.126,4.325,1457.6,2.683076592,-2399
11/19/2016 16:00,24.143,-96.13,4.333,1458.7,1.76638048,-2277
11/20/2016 0:00,24.141,-96.128,4.335,1457.5,2.384806072,-2329
11/20/2016 8:00,24.153,-96.138,4.324,1457.4,2.531244753,-2176
11/20/2016 16:00,24.153,-96.134,4.328,1456.5,0.525547334,-2209
11/21/2016 0:00,24.15,-96.137,4.329,1457,1.933494246,-2235
11/21/2016 8:00,24.161,-96.141,4.326,1456.2,1.450310312,-2035
11/21/2016 16:00,24.157,-96.134,4.322,1457.6,1.059905656,-2174
11/22/2016 0:00,24.166,-96.138,4.333,1457.7,2.861782661,-2052
11/22/2016 8:00,24.171,-96.14,4.333,1458.9,1.044461584,-2055
11/22/2016 16:00,24.17,-96.142,4.328,1457.2,1.322762261,-2032
11/23/2016 0:00,24.176,-96.146,4.327,1455.9,2.322606295,-2044
11/23/2016 8:00,24.18,-96.15,4.331,1456,1.142847321,-2072
11/23/2016 16:00,24.179,-96.151,4.324,1457.4,0.331209903,-2048
11/24/2016 0:00,24.181,-96.152,4.332,1458.4,2.170437744,-2072
11/24/2016 8:00,24.183,-96.163,4.321,1456.3,2.220360331,-2052
11/24/2016 16:00,24.184,-96.164,4.33,1458.4,1.535838533,-2066
11/25/2016 0:00,24.184,-96.171,4.321,1456.2,2.512468905,-2038
11/25/2016 8:00,24.185,-96.178,4.324,1456.5,1.740402252,-2024
11/25/2016 16:00,24.187,-96.181,4.321,1456.5,1.147693339,-2011
11/26/2016 0:00,24.191,-96.18,4.315,1455.9,0.784920378,-2007
11/26/2016 8:00,24.184,-96.177,4.318,1456.2,1.911072997,-2024
11/26/2016 16:00,24.183,-96.173,4.321,1456.5,0.214709106,-2031
11/27/2016 0:00,24.183,-96.177,4.317,1457.7,0.296816442,-2020
11/27/2016 8:00,24.183,-96.174,4.321,1457.9,0.608029605,-2031
11/27/2016 16:00,24.18,-96.179,4.319,1455.4,1.897814533,-2020
11/28/2016 0:00,24.173,-96.17,4.324,1456.4,1.535219854,-2032
11/28/2016 8:00,24.173,-96.175,4.32,1457.1,1.148085363,-2023
11/28/2016 16:00,24.17,-96.176,4.32,1454.6,1.759602228,-2023
11/29/2016 0:00,24.164,-96.172,4.327,1457.8,2.451224184,-2035
11/29/2016 8:00,24.158,-96.171,4.324,1458.8,1.603277892,-2059
11/29/2016 16:00,24.157,-96.17,4.324,1458.8,1.640121947,-2064
11/30/2016 0:00,24.152,-96.164,4.326,1458.1,1.649393828,-2089
11/30/2016 8:00,24.148,-96.171,4.324,1457,0.878009112,-2095
11/30/2016 16:00,24.15,-96.168,4.326,1459,1.628557644,-2102
12/1/2016 0:00,24.145,-96.163,4.322,1455.8,1.267793359,-2133
12/1/2016 8:00,24.144,-96.164,4.336,1459.3,1.457154762,-2133
12/1/2016 16:00,24.146,-96.171,4.322,1457.8,1.118302285,-2095
12/2/2016 0:00,24.148,-96.159,4.321,1458.5,2.507927431,-2123
12/2/2016 8:00,24.142,-96.157,4.327,1459.2,1.943707797,-2164
12/2/2016 16:00,24.154,-96.151,4.334,1458,3.67763511,-2117
12/3/2016 0:00,24.159,-96.147,4.332,1458.5,2.557831112,-2058
12/3/2016 8:00,24.163,-96.14,4.332,1458.1,2.851701247,-2052
12/3/2016 16:00,24.166,-96.133,4.335,1459.7,3.823414704,-2112
12/4/2016 0:00,24.173,-96.121,4.341,1460.3,4.489008799,-2152
12/4/2016 8:00,24.181,-96.113,4.33,1458.9,4.863784535,-2193
12/4/2016 16:00,24.182,-96.095,4.338,1460.4,2.750163631,-2206
12/5/2016 0:00,24.181,-96.097,4.352,1460.2,3.00935209,-2229
12/5/2016 8:00,24.195,-96.086,4.349,1459.4,4.615560638,-2204
12/5/2016 16:00,24.193,-96.075,4.332,1460.3,3.190109716,-2234
12/6/2016 0:00,24.185,-96.071,4.35,1462.3,3.783807606,-2265
12/6/2016 8:00,24.183,-96.055,4.366,1463.3,4.740042194,-2370
12/6/2016 16:00,24.191,-96.044,4.333,1458.9,3.086502875,-2416
12/7/2016 0:00,24.188,-96.039,4.356,1460.7,1.050190459,-2432
12/7/2016 8:00,24.192,-96.039,4.37,1461.2,4.975339184,-2433
12/7/2016 16:00,24.192,-96.011,4.346,1461,6.413376646,-2462
12/8/2016 0:00,24.183,-96.004,4.348,1460.8,3.19249119,-2447
12/8/2016 8:00,24.181,-95.996,4.375,1463.5,5.112386918,-2449
12/8/2016 16:00,24.193,-95.977,4.353,1461.4,6.802124668,-2461
12/9/2016 0:00,24.182,-95.958,4.35,1461,5.53401301,-2436
12/9/2016 8:00,24.176,-95.952,4.397,1466.9,1.690088755,-2448
12/9/2016 16:00,24.179,-95.949,4.361,1461.9,3.997199019,-2454
12/10/2016 0:00,24.169,-95.93,4.359,1461.9,7.662075437,-2545
12/10/2016 8:00,24.147,-95.923,4.365,1462.2,6.143695956,-2570
12/10/2016 16:00,24.139,-95.918,4.383,1464,2.316139029,-2565
12/11/2016 0:00,24.136,-95.92,4.348,1459.5,4.103961501,-2555
12/11/2016 8:00,24.12,-95.909,4.371,1466.2,6.924254473,-2541
12/11/2016 16:00,24.104,-95.902,4.36,1459.4,5.442738281,-2551
12/12/2016 0:00,24.093,-95.898,4.35,1461.5,4.627321039,-2561
12/12/2016 8:00,24.08,-95.9,4.37,1464,5.440560633,-2541
12/12/2016 16:00,24.066,-95.89,4.354,1461.5,6.23866973,-2584
12/13/2016 0:00,24.051,-95.884,4.358,1461.4,6.803601987,-2601
12/13/2016 8:00,24.032,-95.879,4.379,1464.3,8.073078719,-2628
12/13/2016 16:00,24.009,-95.887,4.368,1462.6,8.114733514,-2621
12/14/2016 0:00,23.99,-95.883,4.355,1462.2,9.510757068,-2636
12/14/2016 8:00,23.96,-95.888,4.392,1466.7,10.04456072,-2642
12/14/2016 16:00,23.944,-95.909,4.38,1461.9,9.951386838,-2617
12/15/2016 0:00,23.917,-95.919,4.362,1462.5,9.65216038,-2605
12/15/2016 8:00,23.901,-95.937,4.381,1465.2,9.818401092,-2595
12/15/2016 16:00,23.893,-95.969,4.363,1464.3,8.874649289,-2532
12/16/2016 0:00,23.885,-95.984,4.374,1462.8,4.586556442,-2497
12/16/2016 8:00,23.884,-95.993,4.359,1464,4.527306042,-2496
12/16/2016 16:00,23.882,-96.01,4.363,1463,5.191165572,-2465
12/17/2016 0:00,23.883,-96.022,4.374,1466.2,4.125736298,-2432
12/17/2016 8:00,23.884,-96.033,4.365,1463.9,3.987994483,-2416
12/17/2016 16:00,23.89,-96.043,4.367,1462.4,3.683069372,-2406
12/18/2016 0:00,23.897,-96.049,4.374,1462.6,3.202030606,-2399
12/18/2016 8:00,23.9,-96.058,4.381,1465.9,3.155724956,-2401
12/18/2016 16:00,23.909,-96.061,4.368,1464.1,2.978338463,-2401
12/19/2016 0:00,23.915,-96.062,4.364,1464.2,1.854211423,-2404
12/19/2016 8:00,23.917,-96.067,4.376,1465.4,2.324177274,-2405
12/19/2016 16:00,23.926,-96.067,4.378,1463.9,1.543794028,-2409
12/20/2016 0:00,23.925,-96.069,4.367,1463,1.523220273,-2406
12/20/2016 8:00,23.921,-96.075,4.376,1465.5,1.06400188,-2405
12/20/2016 16:00,23.921,-96.064,4.363,1464.7,1.474720312,-2408
12/21/2016 0:00,23.924,-96.067,4.371,1465.2,2.857271426,-2406
12/21/2016 8:00,23.907,-96.061,4.376,1465.1,1.469863939,-2400
12/21/2016 16:00,23.917,-96.065,4.363,1463.5,2.096139308,-2405
12/22/2016 0:00,23.908,-96.049,4.369,1464.5,4.549912087,-2396
12/22/2016 8:00,23.896,-96.052,4.374,1462.6,2.872507615,-2400
12/22/2016 16:00,23.894,-96.049,4.363,1462.9,1.452446212,-2402
12/23/2016 0:00,23.892,-96.045,4.361,1464.2,3.174728335,-2402
12/23/2016 8:00,23.88,-96.038,4.372,1466.4,4.626499757,-2420
12/23/2016 16:00,23.869,-96.037,4.363,1463.4,3.572618088,-2431
12/24/2016 0:00,23.862,-96.037,4.359,1464.4,2.308354392,-2435
12/24/2016 8:00,23.857,-96.039,4.375,1464.9,3.136654268,-2425
12/24/2016 16:00,23.847,-96.029,4.35,1463,4.590533738,-2453
12/25/2016 0:00,23.836,-96.029,4.362,1464.1,3.511409973,-2445
12/25/2016 8:00,23.829,-96.035,4.356,1462.9,1.906856051,-2400
12/25/2016 16:00,23.826,-96.025,4.356,1463.8,3.805798208,-2437
12/26/2016 0:00,23.812,-96.025,4.351,1461.7,5.515260647,-2459
12/26/2016 8:00,23.798,-96.023,4.363,1463.9,3.142292157,-2541
12/26/2016 16:00,23.799,-96.036,4.352,1461.9,2.045702813,-2498
12/27/2016 0:00,23.787,-96.021,4.357,1462.7,5.365743192,-2619
12/27/2016 8:00,23.772,-96.03,4.368,1465.3,3.958092975,-2680
12/27/2016 16:00,23.778,-96.041,4.348,1461.9,1.285651586,-2664
12/28/2016 0:00,23.771,-96.023,4.351,1463.2,4.594714355,-2670
12/28/2016 8:00,23.757,-96.029,4.375,1464.7,4.858991665,-2672
12/28/2016 16:00,23.754,-96.044,4.356,1465.1,1.550806242,-2667
12/29/2016 0:00,23.753,-96.036,4.341,1463.3,2.159282288,-2670
12/29/2016 8:00,23.745,-96.037,4.364,1465,3.044010512,-2659
12/29/2016 16:00,23.739,-96.043,4.35,1463,1.53,-2649
12/30/2016 0:00,23.741,-96.045,4.359,1464.3,1.159482643,-2649
12/30/2016 8:00,23.74,-96.037,4.362,1464.7,2.675556017,-2653
12/30/2016 16:00,23.728,-96.04,4.356,1463.4,3.686217574,-2628
12/31/2016 0:00,23.724,-96.048,4.359,1465.4,1.382787041,-2612
12/31/2016 8:00,23.726,-96.048,4.356,1464.6,0.905538514,-2620
12/31/2016 16:00,23.725,-96.043,4.353,1463,2.160856312,-2615
1/1/2017 0:00,23.718,-96.04,4.357,1463.3,2.300543414,-2613
1/1/2017 8:00,23.716,-96.052,4.367,1464,1.234827923,-2593
1/1/2017 16:00,23.724,-96.043,4.355,1462.9,3.088122407,-2615
1/2/2017 0:00,23.712,-96.035,4.356,1463.9,2.656482637,-2610
1/2/2017 8:00,23.712,-96.05,4.349,1463.4,2.729853476,-2589
1/2/2017 16:00,23.716,-96.05,4.357,1465.2,2.25977875,-2593
1/3/2017 0:00,23.713,-96.037,4.358,1464,2.155643755,-2614
1/3/2017 8:00,23.706,-96.044,4.358,1462.7,2.083866598,-2598
1/3/2017 16:00,23.708,-96.048,4.354,1464.6,1.150391238,-2592
1/4/2017 0:00,23.706,-96.038,4.36,1464.2,2.872159466,-2603
1/4/2017 8:00,23.699,-96.036,4.357,1464.4,1.717236151,-2609
1/4/2017 16:00,23.698,-96.043,4.355,1464.4,0.514003891,-2598
1/5/2017 0:00,23.697,-96.037,4.359,1464.4,1.457737974,-2609
1/5/2017 8:00,23.691,-96.041,4.356,1464.7,1.861719635,-2609
1/5/2017 16:00,23.689,-96.044,4.362,1464.7,1.211981848,-2604
1/6/2017 0:00,23.69,-96.047,4.359,1463.5,1.486371421,-2599
1/6/2017 8:00,23.682,-96.045,4.358,1464.7,1.918462926,-2614
1/6/2017 16:00,23.68,-96.05,4.355,1465.1,1.42411376,-2605
1/7/2017 0:00,23.68,-96.053,4.352,1465.4,1.606393476,-2605
1/7/2017 8:00,23.672,-96.052,4.348,1463,2.04247399,-2620
1/7/2017 16:00,23.67,-96.056,4.355,1462.6,1.73104015,-2624
1/8/2017 0:00,23.667,-96.06,4.352,1464.6,1.069626103,-2622
1/8/2017 8:00,23.666,-96.06,4.341,1462.7,3.012640038,-2626
1/8/2017 16:00,23.654,-96.07,4.343,1464.3,3.295345202,-2619
1/9/2017 0:00,23.655,-96.074,4.352,1465.5,1.603807969,-2619
1/9/2017 8:00,23.653,-96.079,4.339,1462.3,0.350142828,-2614
1/9/2017 16:00,23.655,-96.076,4.334,1462.4,1.960229578,-2618
1/10/2017 0:00,23.645,-96.073,4.345,1463.7,1.903785702,-2608
1/10/2017 8:00,23.646,-96.075,4.35,1464,3.324169069,-2610
1/10/2017 16:00,23.661,-96.076,4.331,1464.2,2.596150997,-2620
1/11/2017 0:00,23.656,-96.066,4.34,1464.6,1.898420396,-2624
1/11/2017 8:00,23.654,-96.069,4.35,1464.5,2.599769221,-2619
1/11/2017 16:00,23.66,-96.08,4.333,1463.7,1.742871194,-2619
1/12/2017 0:00,23.663,-96.069,4.335,1463.8,1.999649969,-2622
1/12/2017 8:00,23.665,-96.069,4.349,1463.1,2.55988281,-2622
1/12/2017 16:00,23.672,-96.079,4.343,1464,3.879304061,-2606
1/13/2017 0:00,23.683,-96.078,4.337,1463.1,3.267323063,-2574
1/13/2017 8:00,23.685,-96.066,4.351,1465.5,1.92608411,-2579
1/13/2017 16:00,23.691,-96.071,4.345,1463.9,3.118733717,-2548
1/14/2017 0:00,23.701,-96.069,4.347,1464.5,3.118926097,-2535
1/14/2017 8:00,23.705,-96.063,4.344,1463.6,2.254617484,-2553
1/14/2017 16:00,23.711,-96.064,4.346,1464,1.67,-2557
1/15/2017 0:00,23.714,-96.063,4.355,1464.4,1.951640336,-2563
1/15/2017 8:00,23.721,-96.062,4.344,1463.9,2.498839731,-2592
1/15/2017 16:00,23.727,-96.062,4.347,1464,1.451137485,-2602
1/16/2017 0:00,23.728,-96.067,4.358,1466.7,1.535219854,-2579
1/16/2017 8:00,23.733,-96.067,4.345,1464.4,1.808258831,-2591
1/16/2017 16:00,23.737,-96.069,4.339,1463.8,1.485530208,-2601
1/17/2017 0:00,23.738,-96.062,4.347,1465.6,1.135649594,-2632
1/17/2017 8:00,23.743,-96.067,4.357,1464.7,1.164001718,-2617
1/17/2017 16:00,23.742,-96.067,4.338,1463.3,0.284429253,-2617
1/18/2017 0:00,23.743,-96.069,4.342,1465.3,1.071680923,-2617
1/18/2017 8:00,23.747,-96.067,4.351,1465.9,0.72277244,-2625
1/18/2017 16:00,23.746,-96.068,4.348,1464.1,0.417252921,-2625
1/19/2017 0:00,23.746,-96.068,4.338,1463.8,0.573149195,-2625
1/19/2017 8:00,23.747,-96.071,4.347,1465.3,0.420475921,-2609
1/19/2017 16:00,23.744,-96.068,4.355,1466.7,0.73545904,-2617
1/20/2017 0:00,23.743,-96.07,4.345,1464.9,1.819587865,-2617
1/20/2017 8:00,23.737,-96.075,4.338,1465.4,1.60449369,-2570
1/20/2017 16:00,23.735,-96.071,4.352,1465.1,0.671788657,-2587
1/21/2017 0:00,23.734,-96.078,4.347,1464.9,1.680029762,-2570
1/21/2017 8:00,23.732,-96.08,4.332,1464.5,1.289496026,-2544
1/21/2017 16:00,23.728,-96.081,4.351,1467.5,2.182200724,-2531
1/22/2017 0:00,23.722,-96.084,4.344,1464.9,1.661475248,-2499
1/22/2017 8:00,23.721,-96.086,4.337,1464.5,0.690796642,-2499
1/22/2017 16:00,23.718,-96.086,4.347,1465.3,2.036000982,-2484
1/23/2017 0:00,23.713,-96.079,4.354,1465.9,2.851560976,-2511
1/23/2017 8:00,23.704,-96.084,4.339,1462.8,1.957881508,-2456
1/23/2017 16:00,23.71,-96.09,4.345,1465.3,0.849588136,-2434
1/24/2017 0:00,23.707,-96.087,4.343,1464.9,2.376257562,-2453
1/24/2017 8:00,23.701,-96.099,4.35,1464.9,3.154583966,-2401
1/24/2017 16:00,23.706,-96.105,4.332,1464.5,2.140373799,-2390
1/25/2017 0:00,23.69,-96.099,4.334,1464,4.81,-2472
1/25/2017 8:00,23.683,-96.094,4.353,1465.4,2.461300469,-2545
1/25/2017 16:00,23.68,-96.108,4.333,1464.4,0.855862138,-2497
1/26/2017 0:00,23.678,-96.094,4.333,1465.5,3.529886684,-2575
1/26/2017 8:00,23.672,-96.089,4.361,1468.6,2.699796289,-2604
1/26/2017 16:00,23.664,-96.092,4.347,1465.1,1.844586675,-2618
1/27/2017 0:00,23.663,-96.093,4.331,1464.9,0.962133047,-2618
1/27/2017 8:00,23.661,-96.087,4.352,1466.4,1.619413474,-2619
1/27/2017 16:00,23.655,-96.094,4.36,1467,3.445954149,-2608
1/28/2017 0:00,23.648,-96.1,4.324,1463.8,0.99744674,-2564
1/28/2017 8:00,23.653,-96.1,4.347,1465.5,1.68940818,-2570
1/28/2017 16:00,23.64,-96.105,4.357,1466.6,2.657536453,-2539
1/29/2017 0:00,23.645,-96.112,4.324,1464.3,0.980459076,-2533
1/29/2017 8:00,23.645,-96.105,4.327,1463.9,1.718284028,-2543
1/29/2017 16:00,23.641,-96.121,4.362,1467.4,4.16043267,-2512
1/30/2017 0:00,23.633,-96.125,4.329,1465.1,2.15288179,-2515
1/30/2017 8:00,23.632,-96.127,4.341,1464.8,0.614003257,-2515
1/30/2017 16:00,23.636,-96.126,4.33,1466.5,2.350914716,-2511
1/31/2017 0:00,23.627,-96.14,4.34,1465.5,1.83934771,-2516
1/31/2017 8:00,23.63,-96.133,4.343,1465.3,0.236008474,-2513
1/31/2017 16:00,23.628,-96.138,4.33,1465.5,2.122498528,-2516
2/1/2017 0:00,23.619,-96.13,4.333,1466.1,2.172302925,-2533
2/1/2017 8:00,23.616,-96.138,4.339,1466.4,1.556663098,-2536
